0.018226609,0.018133296,0.018241127,0.017980325,0.01821605,0.018160881,0.018717594,0.018662424,0.018707563,0.018537038,0.018409144,0.0185571,0.018268712,0.018481868,0.017802277,0.017624229,0.017323303,0.01751389,0.017027393,0.017049962,0.017644291,0.018203512,0.01757909,0.017589121,0.017503859,0.017506367,0.017747107,0.016907022,0.018030479,0.01846933,0.018258681,0.017511382,0.017413581,0.017664353,0.018080634,0.017476274,0.017360919,0.017852431,0.017937694,0.017782215,0.017481289,0.017396027,0.017624229,0.017641783,0.01766686,0.017774692,0.017902586,0.017872493,0.018078126,0.018201004,0.0177772,0.017498843,0.017408566,0.017917632,0.018000387,0.017599152
0.018138866,0.018301165,0.018043548,0.01836557,0.018033243,0.017968839,0.018151747,0.018030667,0.018017786,0.018393908,0.018120833,0.018334656,0.017899282,0.01813629,0.018502107,0.01827798,0.01761075,0.017515431,0.017363437,0.017340251,0.017999753,0.017713797,0.017618478,0.017314489,0.017237204,0.017201138,0.016629226,0.015887287,0.016742578,0.018458312,0.018056429,0.017564379,0.017649393,0.017407232,0.017324794,0.017234628,0.01787352,0.018061581,0.017525736,0.017811692,0.017695764,0.017566955,0.01784003,0.017925044,0.017584988,0.017858063,0.018757149,0.018133714,0.018002329,0.018066733,0.018280556,0.01836557,0.018414517,0.018587121,0.018468617,0.01859485
0.018453102,0.018602981,0.018458271,0.017871678,0.018189524,0.018186939,0.01825671,0.018254126,0.018261878,0.018551298,0.017760562,0.017546081,0.018463439,0.018279967,0.018347154,0.018083575,0.017507319,0.017215315,0.017228236,0.017812244,0.018068071,0.018225701,0.017925945,0.018153346,0.019140475,0.018856223,0.018181771,0.018044814,0.018194692,0.018124921,0.017972459,0.017858758,0.017644277,0.017657198,0.017437549,0.017574506,0.017659782,0.017845837,0.017856174,0.017949202,0.017693375,0.017424628,0.017383282,0.017140376,0.017427212,0.017889767,0.017641693,0.017303175,0.01704218,0.016998251,0.015941351,0.016388401,0.01782258,0.018525457,0.017972459,0.017703712
0.01713375,0.016651952,0.016706643,0.016855088,0.017209274,0.018277041,0.018183286,0.017750971,0.017537417,0.017878582,0.018089531,0.018172869,0.018456739,0.018980205,0.018243185,0.018188495,0.017941085,0.018123387,0.017691072,0.017495748,0.018029632,0.018269228,0.018331732,0.01798015,0.017709302,0.017269174,0.016675391,0.016427982,0.017162397,0.018618206,0.018204121,0.017777014,0.017204066,0.017136354,0.016912383,0.016930613,0.017881186,0.019178132,0.018540076,0.018110365,0.01828225,0.018097344,0.017899416,0.017834309,0.018217142,0.018412465,0.018331732,0.01833694,0.018224955,0.018040049,0.017060829,0.018089531,0.018717169,0.018198912,0.018141617,0.018201516
0.016637658,0.016647221,0.016195358,0.01599453,0.016752417,0.017383591,0.016769153,0.016926946,0.016781107,0.016692647,0.016396186,0.016455956,0.016738072,0.016544416,0.016630486,0.016769153,0.016601796,0.01655398,0.016706992,0.016527681,0.016544416,0.016637658,0.016618532,0.016692647,0.016965199,0.016793061,0.016795452,0.016812187,0.017077567,0.017524649,0.017677661,0.017952605,0.019946541,0.021921352,0.025093959,0.026224813,0.024976809,0.023023516,0.020933947,0.019602265,0.018870676,0.018717664,0.018681802,0.01832079,0.018081708,0.017744604,0.017639408,0.017484005,0.017252097,0.016943682,0.016565934,0.0171732,0.017029751,0.016955636,0.017106257,0.016912601
0.017682495,0.0174713,0.017141938,0.017204793,0.01779312,0.01850213,0.017908774,0.017554269,0.017355646,0.017343075,0.017081596,0.01677989,0.01769758,0.018426703,0.017951516,0.017916317,0.017959058,0.017752893,0.017594497,0.018047056,0.018243165,0.017964087,0.018034485,0.018248194,0.018036999,0.017984201,0.017798149,0.017881118,0.017943973,0.018117454,0.01821048,0.018082255,0.01797163,0.017989229,0.017996772,0.017891175,0.018034485,0.018079741,0.017984201,0.018024428,0.017783063,0.017765464,0.017798149,0.017861004,0.018135054,0.017705122,0.01809734,0.018318592,0.018306021,0.017943973,0.017448672,0.018130025,0.017933916,0.017737807,0.017664895,0.017690037
0.017370258,0.017273245,0.01723842,0.01725832,0.017442396,0.017273245,0.017216032,0.017310558,0.01726827,0.017061807,0.017146382,0.017191157,0.017686171,0.017775721,0.017770746,0.017427471,0.017340408,0.01730807,0.01734787,0.017352845,0.017395133,0.017870247,0.017810547,0.017693634,0.017534433,0.017492146,0.017549358,0.017561796,0.017683684,0.018019497,0.01824586,0.018153822,0.017937409,0.017770746,0.017681196,0.017972234,0.018029447,0.018514511,0.018989625,0.018693611,0.018549336,0.01806676,0.018121485,0.017768259,0.017932434,0.018201085,0.018815499,0.01898465,0.018604061,0.018529436,0.017867759,0.018439886,0.01833541,0.018158797,0.018957287,0.019009525
0.017111395,0.016828109,0.016700174,0.016757288,0.016850955,0.017020013,0.01740382,0.017730513,0.017175363,0.016894362,0.016933199,0.016684182,0.016695604,0.016935484,0.01719364,0.017223339,0.016967468,0.017099973,0.01674358,0.016569953,0.017490633,0.018415882,0.018840811,0.018557525,0.018022937,0.018025222,0.017600292,0.017650553,0.018171434,0.019841451,0.021399525,0.020015078,0.018418167,0.018230832,0.017881294,0.017716805,0.018036644,0.018470712,0.018548387,0.018461574,0.018016083,0.017611715,0.017538609,0.017394682,0.017518048,0.018274239,0.018457004,0.018603217,0.017643699,0.017312437,0.017301014,0.017725944,0.017977246,0.019048707,0.02055652,0.019706662
0.017779504,0.017574602,0.017655709,0.017309938,0.017023929,0.016039973,0.01624274,0.01775816,0.017367566,0.017542587,0.017824327,0.017292862,0.015009061,0.016808355,0.02154671,0.021166788,0.019516901,0.019122038,0.018573499,0.018020691,0.01617444,0.017344088,0.021401571,0.021813509,0.020187101,0.019685518,0.018678084,0.018242668,0.016460449,0.016225665,0.016710173,0.018353656,0.018148754,0.018285356,0.018174367,0.017960928,0.015628035,0.016289697,0.019015319,0.019721803,0.018439032,0.018379269,0.018148754,0.017924643,0.015783846,0.015621632,0.016930015,0.018430495,0.018001481,0.017171202,0.017837133,0.01738891,0.015531987,0.01575183,0.016915075,0.020067575
0.018608754,0.017840465,0.017384876,0.017571253,0.015659849,0.015835872,0.017859103,0.018246354,0.017525694,0.017411797,0.017550545,0.017121876,0.015129708,0.015090362,0.015703337,0.016782255,0.017204711,0.01650476,0.015728187,0.01491641,0.015492109,0.017254411,0.019242438,0.020950898,0.020054215,0.018776494,0.018834478,0.018996005,0.017734851,0.018097252,0.020493238,0.020518088,0.019273501,0.018650172,0.018074472,0.018267062,0.016107155,0.016150643,0.018422377,0.020257159,0.019372902,0.018739219,0.01835818,0.017705859,0.015769604,0.016879586,0.01917617,0.020971606,0.019840916,0.018602542,0.018826195,0.018774423,0.016446776,0.017103239,0.017699647,0.018409952
